pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m
0.3,0.3,0.0529507623094227,0.3216803299175224,0.625368907773058,0.0072125463633683,0.0179910960058338,0.0186105043733838,-0.0179917520619867,0.0545926963850515,0.4380533616595869
0.3,0.35,0.0513329167708076,0.3095866033491624,0.6390804798800286,0.0069933639055407,0.0179579247265623,0.0186367384853053,0.0199072731817037,0.0545525879384299,0.4586207198200429
0.3,0.4,0.0500154961259688,0.2983871532116966,0.6515973506623325,0.0069420645207349,0.0188478599559411,0.0194003114144916,0.0548230442389392,0.0570960313263739,0.4773960259934987
0.3,0.45,0.0486048487878032,0.2817808047987994,0.6696143464133965,0.0070981030200595,0.017320831142071,0.0177692848513655,0.1060527368157975,0.0524109471355076,0.5044215196200947
0.3,0.5,0.0472389402649339,0.2685768557860527,0.6841842039490148,0.0066838905793469,0.0207736167821458,0.0215045067467819,0.1470304923769093,0.0630517403110736,0.5262763059235223
0.3,0.55,0.0458772806798302,0.2470014996250946,0.7071212196950794,0.0066637216481069,0.0209258452099444,0.0215457896609052,0.21311822044489,0.0633974800807941,0.560681829542619
0.3,0.6,0.0443684078980257,0.2235976005998508,0.7320339915021251,0.0065654582238849,0.0241855025633423,0.0250752237136367,0.2848387903024234,0.0734462288403215,0.5980509872531876
0.3,0.65,0.0431577105723571,0.206040989752562,0.7508012996750796,0.0064028408661476,0.0188428718464077,0.0194958779825486,0.3387193201699554,0.0571816216753641,0.6262019495126194
0.3,0.7,0.0417055736065987,0.1768970257435642,0.7813974006498376,0.0063439964870058,0.0205529898956717,0.0214005147891749,0.4276033491627092,0.0625064945805184,0.6720961009747564
0.3,0.75,0.0403594101474634,0.1528812796800794,0.8067593101724541,0.0062529826524617,0.0171581657516766,0.0178977038729558,0.5009967508122951,0.052214035376309,0.7101389652586811
0.3,0.8,0.0389597600599853,0.119508622844289,0.8415316170957287,0.0062165207586248,0.0185135217645905,0.0193321510083422,0.6025143714071506,0.0563591945375234,0.762297425643593
0.3,0.85,0.037796300924769,0.0943961509622603,0.8678075481129718,0.0059505248771366,0.0151147039395815,0.0161179698787331,0.6790152461884512,0.0463473777578961,0.8017113221694576
0.3,0.9,0.0365526118470385,0.0656923269182703,0.8977550612346866,0.0059370273539499,0.0130026752481593,0.0141840047237194,0.7663704073981459,0.0401893552200381,0.8466325918520299
0.3,0.95,0.035405898525369,0.0334776305923524,0.9311164708822782,0.0057988968949879,0.0091378368328889,0.0107445302895107,0.8641612096975733,0.0290202039552887,0.8966747063234173
0.35,0.05,0.0529245188702827,0.3748960259935016,0.5721794551362159,0.0069979497836657,0.01646044308952,0.0166890020014094,-0.1776125968507873,0.0496098881804495,0.3582691827043238
0.35,0.1,0.0521934516370911,0.3686563359160204,0.5791502124468909,0.0069902837644993,0.015187103590584,0.0153996811843576,-0.1581624593851498,0.0457738883655258,0.3687253186703363
0.35,0.15,0.0510749812546865,0.3543831542114482,0.5945418645338677,0.0070346198480016,0.0162958861725425,0.0169477523413178,-0.1142244438890287,0.0495395246864029,0.3918127968008016
0.35,0.2,0.0503124218945266,0.350535116220945,0.59915246188453,0.0069660870047653,0.0177085806614403,0.0182161947058821,-0.10191777055736,0.0536333560287628,0.398728692826795
0.35,0.25,0.0495008747813049,0.3458070482379419,0.6046920769807572,0.0068606167167803,0.0172371186777234,0.0175631050702906,-0.0869220194951266,0.0520373424257375,0.4070381154711358
0.35,0.3,0.0486410897275682,0.3338185453636592,0.6175403649087723,0.00682727260421,0.0190156268890485,0.0194659814231599,-0.050096725818546,0.0574972352012569,0.4263105473631584
0.35,0.35,0.0472789302674332,0.3162701824543864,0.6364508872781781,0.0067539009805731,0.0174517544445164,0.0179571197533885,0.0039105223694052,0.0528606286424215,0.4546763309172672
0.35,0.4,0.046539115221195,0.3094113971507131,0.6440494876280937,0.006625559004112,0.0200865927940127,0.0206089677170501,0.0252266933266673,0.0607821533050755,0.4660742314421404
0.35,0.45,0.0457388152961762,0.2964298925268672,0.657831292176954,0.0066300464173432,0.0186806757429555,0.0191354064643232,0.0649715071232196,0.0564967579502342,0.486746938265431
0.35,0.5,0.0447063234191455,0.2822791802049486,0.6730144963759048,0.0065744948478475,0.019263249698007,0.0200870677253438,0.1084561359660076,0.0586135671213579,0.5095217445638571
0.35,0.55,0.0437130717320673,0.2583231692076976,0.6979637590602343,0.0065177949942525,0.0182779726871885,0.018934385024762,0.1813174206448391,0.0554903303991391,0.5469456385903515
0.35,0.6,0.0425803549112725,0.2452909272681833,0.712128717820546,0.0065010463753157,0.0219097430419656,0.0226946067950208,0.2215468632841792,0.066514092878952,0.568193076730819
0.35,0.65,0.0416425893526621,0.2214843789052747,0.736873031742065,0.0063147625207585,0.0212674944086132,0.0219437092359347,0.2939042739315155,0.0644786980531612,0.6053095476130974
0.35,0.7,0.0404761309672585,0.1950437390652335,0.7644801299675087,0.0062900312103234,0.0229244266322169,0.0236452567671214,0.3743926518370415,0.0694941100315553,0.6467201949512631
